0.904292,-0.005711,-0.426875,0.169655,0.922371,0.347057,0.391756,-0.386262,0.835062,64.665619,-0.347191,0.295536,-0.890009,151.02803,61.197411,311.258667,3.141593,1.0,-0.137228,-0.95484,-0.263531,11.029965,184.770233,21.145681,18.286854,-4.432853,-3.52207,90.871498,3.085028,0.621667,3.095963,45.391788,165.352341,86.085457,
0.891863,-0.009934,-0.452197,0.188393,0.917068,0.351418,0.411204,-0.398608,0.81977,64.665619,-0.330989,0.248512,-0.910323,156.088989,60.588993,308.125854,3.141593,1.0,-0.138968,-0.967017,-0.213461,11.61085,184.740662,21.01333,2.222496,8.675725,0.297775,90.871498,3.302073,0.633839,3.192383,45.208591,168.072906,87.076118,
0.91582,-0.028332,-0.400588,0.17161,0.929455,0.326594,0.363076,-0.367846,0.856075,64.665619,-0.379913,0.30313,-0.873944,143.839951,67.582314,316.083923,3.141593,1.0,-0.145789,-0.952596,-0.267034,9.846972,186.448395,21.381454,-16.649014,-0.378646,1.309334,90.871498,0.535321,0.581984,3.293156,45.937199,166.771469,85.244583,
0.919601,-0.030179,-0.391693,0.167761,0.931731,0.322076,0.355233,-0.361892,0.861884,64.665619,-0.38983,0.304703,-0.869016,141.026566,70.267006,317.378998,3.141593,1.0,-0.144103,-0.952232,-0.269238,8.628554,187.523102,21.42642,-1.982168,9.747031,-2.40072,90.871498,0.375834,0.592936,3.382034,45.238594,167.850632,84.973473,
0.920383,-0.019832,-0.390514,0.154365,0.936023,0.31628,0.359257,-0.351381,0.864561,64.665619,-0.394259,0.32315,-0.86031,142.297226,73.206413,317.820618,3.141593,1.0,-0.142413,-0.946313,-0.29019,8.50634,188.639267,21.62641,-5.919264,8.647031,5.36835,90.871498,0.984159,0.594798,3.478833,45.424141,167.955597,84.693108,
0.920352,-0.037632,-0.389276,0.17273,0.932132,0.318268,0.35088,-0.360158,0.864389,64.665619,-0.399366,0.330868,-0.855005,140.524734,70.728676,317.755768,3.141593,1.0,-0.159759,-0.943452,-0.290473,8.71555,189.231186,22.029093,4.705347,2.468813,13.844106,90.871498,0.65717,0.591042,3.590171,45.910515,167.844803,84.674561,
0.918142,-0.048929,-0.393219,0.19591,0.918629,0.343132,0.344434,-0.392079,0.853018,64.665619,-0.418545,0.319084,-0.850297,140.184067,61.797756,314.109863,3.141593,1.0,-0.162688,-0.947446,-0.27546,8.99151,188.498123,22.067631,4.551323,-12.695197,-0.423723,90.871498,0.121995,0.587161,3.685563,47.30809,167.521301,84.095047,
0.917857,-0.016339,-0.396574,0.156226,0.933373,0.323123,0.364872,-0.358536,0.859256,64.665619,-0.389204,0.312164,-0.866645,145.359161,70.247658,316.780853,3.141593,1.0,-0.137139,-0.949979,-0.280593,10.320074,186.972748,21.654161,-1.87957,12.228936,10.947452,90.871498,0.284181,0.59964,3.780933,46.972057,166.926315,85.083954,
0.910069,-0.006298,-0.414408,0.146499,0.940225,0.307432,0.387701,-0.340495,0.856593,64.665619,-0.364529,0.298986,-0.881888,151.072556,75.531868,317.254761,3.141593,1.0,-0.130798,-0.954104,-0.269404,11.171322,186.384079,21.74118,7.810173,3.215714,4.440131,90.871498,2.742043,0.627581,3.876448,46.529728,167.34581,86.275902,
0.907828,-0.007018,-0.419284,0.152619,0.936818,0.314769,0.390584,-0.349747,0.851541,64.665619,-0.361625,0.292186,-0.885355,152.132263,73.431793,316.292603,3.141593,1.0,-0.131105,-0.956123,-0.261991,11.598288,186.463745,21.976177,3.239464,0.631587,0.46931,90.871498,3.176496,0.634559,3.971745,46.812008,167.740463,86.676064,
0.920092,-0.014697,-0.391427,0.14841,0.937873,0.313639,0.362499,-0.346668,0.86511,64.665619,-0.382319,0.309485,-0.870661,145.479507,73.806229,319.381683,3.141593,1.0,-0.133391,-0.950859,-0.279418,11.542213,187.022598,22.301811,13.779683,-6.677763,-5.48255,90.871498,1.021547,0.599688,4.067093,47.732216,167.284821,86.106178,
0.918781,-0.019167,-0.394303,0.156413,0.93475,0.319026,0.362459,-0.35479,0.861828,64.665619,-0.38629,0.309474,-0.868911,145.854202,72.02166,318.537689,3.141593,1.0,-0.137899,-0.950823,-0.277343,11.668609,187.541397,22.537659,8.343503,-2.336636,-2.056688,90.871498,0.929448,0.601998,4.16248,48.117653,167.690063,86.147148,
0.910346,0.007184,-0.413786,0.142048,0.933683,0.328722,0.388706,-0.358028,0.848954,64.665619,-0.361128,0.299339,-0.883166,151.878464,71.356232,315.921692,3.141593,1.0,-0.119844,-0.954123,-0.274384,11.938536,187.071198,22.39098,-11.40719,-10.860495,5.020073,90.871498,3.589674,0.644969,4.257919,47.064407,167.897903,87.002579,
0.922842,-0.002907,-0.385169,0.140126,0.933987,0.328684,0.358787,-0.357295,0.862329,64.665619,-0.403828,0.325841,-0.85484,143.667831,70.432999,319.290802,3.141593,1.0,-0.126778,-0.945336,-0.300446,9.470308,187.543549,24.059963,-34.321075,10.556905,24.03237,90.871498,1.241482,0.599004,4.353345,46.921528,166.777084,86.765106,
0.924961,-0.034471,-0.378497,0.174056,0.923726,0.341227,0.337865,-0.381501,0.86041,64.665619,-0.4006,0.304698,-0.864106,137.540054,64.972282,320.212646,3.141593,1.0,-0.141245,-0.95235,-0.270333,9.355048,187.681992,25.045946,16.398476,5.793869,24.337568,90.871498,0.221853,0.606191,4.449437,46.435402,167.843369,88.204643,
