0.864369,-0.021362,-0.502404,0.208304,0.924557,0.319068,0.457685,-0.380446,0.803608,64.665619,-0.322359,0.19371,-0.926586,159.684845,90.323006,328.38031,1.677675,0.0,-0.151669,-0.976762,-0.151434,2.63217,206.086731,44.862488,-1.325844,3.584884,-2.310072,90.871498,74.593285,0.852072,2.828011,36.270844,192.909515,111.688766,
0.865493,-0.023564,-0.500367,0.207803,0.925776,0.315842,0.455786,-0.377337,0.806149,64.665619,-0.320779,0.193688,-0.927138,159.036087,91.344482,329.053162,1.681973,0.0,-0.152502,-0.976658,-0.151269,2.613693,206.242493,44.780682,5.080318,-2.064509,-5.429277,90.871498,74.44912,0.8465,2.922298,36.134193,193.092697,111.676392,
0.87006,-0.02726,-0.492191,0.215595,0.918954,0.330216,0.443299,-0.393421,0.805422,64.665619,-0.319885,0.192781,-0.927637,155.537231,86.889061,328.838043,1.682802,0.0,-0.155295,-0.976508,-0.149385,2.660644,206.270065,44.732067,-1.684858,4.187697,1.178114,90.871498,74.468307,0.842469,3.018005,36.00227,192.974457,111.657196,
0.862548,-0.026725,-0.505269,0.220165,0.918935,0.327239,0.455564,-0.393502,0.798509,64.665619,-0.324274,0.18725,-0.927245,159.610657,86.915344,326.96347,1.67885,0.0,-0.157692,-0.977198,-0.14219,3.006797,205.991608,44.870235,8.067153,-0.219165,2.062329,90.871498,74.530525,0.858914,3.113866,36.768524,193.022537,111.646706,
0.866022,-0.038037,-0.498557,0.216203,0.927556,0.30479,0.450846,-0.371744,0.811507,64.665619,-0.323815,0.191922,-0.92645,158.949219,92.828796,330.594177,1.668752,0.0,-0.162227,-0.975971,-0.145479,3.699553,206.121246,44.933006,4.745521,2.803892,1.503075,90.871498,74.766991,0.854816,3.20847,37.379318,193.069031,111.772591,
0.862922,-0.030707,-0.504403,0.20909,0.930398,0.301066,0.460051,-0.365262,0.809282,64.665619,-0.323474,0.193481,-0.926245,161.590622,94.705048,330.288879,1.670257,0.0,-0.157434,-0.976233,-0.148942,3.794337,206.236893,45.242943,1.521121,-2.108476,7.738906,90.871498,74.426292,0.847546,3.303884,37.538696,193.197327,112.067383,
0.866466,-0.018927,-0.498878,0.198742,0.929763,0.309906,0.457973,-0.367671,0.809369,64.665619,-0.319994,0.206766,-0.924582,161.706039,93.438011,330.607391,1.683664,0.0,-0.150102,-0.974633,-0.166009,4.735438,206.419418,45.554325,9.446552,9.18233,2.265987,90.871498,73.885948,0.818713,3.416612,38.214455,192.580002,112.362274,
0.864767,0.010732,-0.502058,0.19298,0.9159,0.351975,0.463612,-0.401263,0.789969,64.665619,-0.316199,0.230897,-0.920165,163.72171,83.596046,325.406921,1.674159,0.0,-0.140271,-0.970648,-0.195363,5.425753,207.449722,45.905495,2.591869,3.771347,4.172991,90.871498,73.780449,0.812295,3.512939,38.709412,191.796005,112.393021,
0.867463,-0.00772,-0.497441,0.196496,0.923902,0.328321,0.457052,-0.382551,0.802968,64.665619,-0.311746,0.22856,-0.922266,161.834702,88.485252,329.261078,1.690159,0.0,-0.150604,-0.970253,-0.189545,5.633057,207.027817,46.004326,-0.806117,-0.672378,0.991121,90.871498,73.997986,0.827563,3.607387,38.591278,191.639542,112.742065,
0.866344,0.006998,-0.499398,0.192283,0.918156,0.346434,0.46095,-0.396157,0.794094,64.665619,-0.314718,0.232624,-0.920238,163.098679,84.4347,326.830292,1.696496,0.0,-0.14209,-0.970125,-0.196641,5.640069,206.979004,46.163166,-1.455028,-8.064474,1.184381,90.871498,73.695511,0.829662,3.702743,38.804382,191.257889,112.704239,
0.869099,-0.006301,-0.494598,0.194821,0.923454,0.330572,0.454656,-0.383658,0.8038,64.665619,-0.306137,0.230276,-0.923717,160.886292,87.87883,329.967804,1.691061,0.0,-0.149932,-0.969857,-0.192088,5.707492,206.84462,46.328888,3.699792,-7.144007,0.98316,90.871498,73.713516,0.813116,3.799022,38.289154,191.331497,113.224365,
0.866544,0.006342,-0.499061,0.190935,0.919644,0.343218,0.461135,-0.392702,0.795701,64.665619,-0.312908,0.231044,-0.921253,162.963913,85.629028,328.143158,1.690688,0.0,-0.141694,-0.970462,-0.195258,5.567476,207.104248,46.950779,-1.653402,-2.705078,4.540688,90.871498,73.424126,0.818322,3.893929,38.619656,191.520401,113.583702,
0.863853,-0.000605,-0.503744,0.200229,0.918022,0.342263,0.462241,-0.396528,0.793157,64.665619,-0.314781,0.222418,-0.922737,163.484283,84.594421,327.552704,1.69006,0.0,-0.147516,-0.971808,-0.183923,5.637189,206.649475,47.032509,3.082266,-12.032415,-1.674057,90.871498,73.974739,0.836179,3.990455,38.841648,191.51767,113.679214,
