-0.825315,-0.564448,-0.015931,-0.201297,0.320453,-0.925629,0.527575,-0.760729,-0.378096,56.894897,-0.014247,0.315193,0.948921,149.094498,-39.339279,-199.844894,3.141593,1.0,0.335646,-0.892444,0.301473,17.51627,178.836929,-41.414116,30.855972,-48.470871,47.861237,84.840858,2.519837,1.0,0.996804,16.275774,152.176651,-104.657944
-0.81198,-0.583514,-0.014136,-0.224715,0.334868,-0.915077,0.538695,-0.739848,-0.40303,56.894897,-0.005208,0.295815,0.955231,154.161697,-36.903229,-203.32428,3.141593,1.0,0.361179,-0.890203,0.277646,20.252857,174.763123,-38.110992,22.615381,-25.848789,22.542522,84.840858,2.859081,1.0,1.092333,18.543522,149.355865,-101.860085
-0.828197,-0.559452,-0.033221,-0.192063,0.339011,-0.920969,0.5265,-0.756363,-0.388218,56.894897,-0.024832,0.303658,0.952457,152.794525,-43.4258,-198.414185,3.141593,1.0,0.330634,-0.896639,0.294482,20.850216,172.847046,-37.055683,7.967513,-22.624258,7.90118,84.840858,3.558415,1.0,1.188479,20.246374,146.990982,-100.679047
-0.836425,-0.548036,-0.007011,-0.207786,0.328913,-0.921217,0.507167,-0.769072,-0.388986,56.894897,-0.022233,0.320197,0.94709,147.835983,-48.922283,-198.168335,3.141593,1.0,0.347388,-0.885822,0.307638,21.185387,171.800888,-37.042648,1.647924,-1.73869,-3.611101,84.840858,3.373832,1.0,1.283,20.155123,144.694214,-100.239914
-0.850084,-0.526502,0.01237,-0.208655,0.315141,-0.925823,0.48355,-0.789608,-0.377754,56.894897,-0.018104,0.335464,0.941879,141.587524,-55.082268,-195.428238,3.141593,1.0,0.34385,-0.882484,0.320919,21.401951,171.935577,-37.594292,1.25996,0.408582,-2.398987,84.840858,3.148085,1.0,1.378386,19.852215,143.704269,-100.327492
-0.857713,-0.51405,0.00897,-0.199893,0.317354,-0.927,0.473678,-0.796894,-0.374953,56.894897,-0.018827,0.337793,0.941032,138.966431,-55.9394,-195.145508,3.141593,1.0,0.330438,-0.886208,0.324724,21.31448,173.026581,-38.059853,-2.394734,6.638916,-3.046759,84.840858,3.182172,1.0,1.48244,19.716528,144.681229,-100.749802
-0.857557,-0.514383,-0.00253,-0.185514,0.313861,-0.931169,0.479771,-0.798061,-0.36458,56.894897,-0.022823,0.321655,0.946582,140.427719,-54.940659,-192.995377,3.141593,1.0,0.322363,-0.893888,0.311522,20.883078,173.344742,-38.183857,-3.367493,2.420732,0.638427,84.840858,3.159968,1.0,1.577853,19.643682,145.973801,-101.211266
-0.848842,-0.528613,-0.005997,-0.181842,0.302614,-0.935606,0.496388,-0.793091,-0.352996,56.894897,-0.024725,0.309861,0.95046,144.68956,-53.352776,-190.242538,3.141593,1.0,0.329177,-0.895207,0.300411,20.633455,173.025787,-38.170967,0.908622,-1.694918,0.6978,84.840858,2.885889,1.0,1.69114,19.722231,146.310455,-101.374748
-0.852672,-0.522419,-0.005322,-0.177757,0.299676,-0.937335,0.491276,-0.798293,-0.348389,56.894897,-0.022457,0.315957,0.948508,143.301544,-55.399483,-188.731598,3.141593,1.0,0.319143,-0.896842,0.306303,20.714479,172.639862,-37.974934,3.28808,-6.437701,5.940694,84.840858,2.912395,1.0,1.785923,19.621078,145.573486,-101.023399
-0.847057,-0.531354,0.012498,-0.208309,0.310257,-0.927549,0.48898,-0.788291,-0.373492,56.894897,-0.016856,0.336909,0.941386,143.100754,-55.570026,-194.016998,3.141593,1.0,0.343561,-0.882241,0.321894,21.557161,171.200928,-37.322598,12.618277,-16.787874,4.509036,84.840858,2.994668,1.0,1.881329,19.998461,142.884827,-99.989265
