0.289016,-0.238814,-0.927059,0.460986,0.883436,-0.083861,0.839024,-0.403124,0.365417,60.407089,-0.905902,0.172565,-0.386733,294.568634,42.402225,115.956673,0.895546,0.0,-0.257221,-0.949672,0.178773,11.283436,158.633133,1.868336,19.580101,3.685057,-43.479893,86.469307,68.743179,0.0,1.370108,79.300827,145.831482,22.201792
0.31291,-0.25423,-0.915125,0.459163,0.883927,-0.08856,0.831418,-0.392481,0.393322,60.317307,-0.884969,0.244705,-0.396168,290.736542,42.885624,121.910149,1.599629,0.274485,-0.325967,-0.933117,0.151783,10.574895,160.785751,-0.285998,-31.262909,118.865791,-78.282616,86.469307,62.138668,0.0,1.396042,77.40667,143.590439,20.989305
0.369981,-0.189048,-0.909602,0.411238,0.911259,-0.022121,0.833065,-0.365878,0.414892,60.317307,-0.861433,0.312896,-0.400037,287.230347,48.540222,126.934319,2.806593,1.0,-0.35997,-0.931814,0.046318,7.798934,162.952866,-1.596919,-145.605591,125.815735,28.881155,86.469307,20.617001,1.0,1.422075,73.477943,142.419312,20.479006
0.412902,0.054001,-0.909173,0.292096,0.937659,0.188349,0.862665,-0.343336,0.371388,60.317307,-0.861491,0.354151,-0.363883,295.64563,54.994835,117.016586,3.141593,1.0,-0.302368,-0.933511,-0.192692,8.196488,164.184662,1.314221,81.785614,-17.757378,56.996204,86.469307,15.548585,0.83416,1.448076,74.298203,143.089798,21.723825
0.362039,0.122269,-0.924109,0.287957,0.928204,0.235624,0.886572,-0.351408,0.300837,60.317307,-0.841712,0.370863,-0.392404,304.345367,49.216496,100.264923,3.141593,1.0,-0.295882,-0.924759,-0.239323,11.421338,161.422699,1.263721,-5.2994,-67.428673,-24.526663,86.469307,12.480399,0.658088,1.474119,76.863976,139.382751,23.074392
0.299006,0.068589,-0.951783,0.302966,0.938985,0.162845,0.90488,-0.337049,0.259982,60.317307,-0.828379,0.376071,-0.41516,309.433136,48.820778,91.159485,3.141593,1.0,-0.331782,-0.926546,-0.177294,12.252978,158.07962,1.926376,-12.867697,-127.514786,27.236517,86.469307,10.177342,0.770981,1.500148,77.254143,135.302658,24.45186
0.290395,-0.004441,-0.956896,0.302731,0.949054,0.087467,0.907758,-0.315082,0.276945,60.317307,-0.838369,0.336271,-0.429021,310.160431,53.980587,96.282875,3.141593,1.0,-0.326175,-0.940065,-0.099438,11.732208,155.342026,2.030615,-23.931961,-91.263329,-9.518553,86.469307,8.954081,0.783999,1.52623,77.242928,134.826141,25.2227
0.311334,-0.001901,-0.950299,0.285489,0.953992,0.091622,0.906403,-0.299825,0.297553,60.317307,-0.845956,0.328697,-0.419901,309.141174,57.996918,100.6092,3.141593,1.0,-0.314083,-0.943483,-0.105787,10.718942,154.695709,1.427162,-46.948204,26.40057,-31.531204,86.469307,8.560437,0.751149,1.55207,76.57122,134.927643,24.261414
0.328209,0.069064,-0.942077,0.253643,0.954253,0.158322,0.909915,-0.290914,0.295677,60.317307,-0.851299,0.364504,-0.377396,307.936127,60.981735,97.297119,3.141593,1.0,-0.31589,-0.930378,-0.186038,8.33624,156.967957,0.950231,-120.219818,138.053253,10.309852,86.469307,9.038615,0.698793,1.578138,74.465279,135.625977,21.430752
0.315249,-0.040697,-0.948136,0.248176,0.967848,0.040974,0.915984,-0.248221,0.315213,60.317307,-0.880509,0.328436,-0.34181,307.492584,76.588188,100.603394,3.141593,1.0,-0.324511,-0.943258,-0.070404,4.986295,159.539261,1.932826,-61.468685,86.09446,4.422074,86.469307,6.389588,0.883852,1.604192,72.464325,140.278152,19.724394
